timestamp,hour_of_day,day_of_week,latitude,longitude,original-data
1364626770709,15,Saturday,23.10149,113.45498,0
1364626770989,15,Saturday,23.10149,113.45457,0
1364626771269,15,Saturday,23.10147,113.45373,0
1364626771549,15,Saturday,23.10144,113.45335,0
1364626771829,15,Saturday,23.10135,113.45192,0
1364626772109,15,Saturday,23.10129,113.45112,0
1364626772389,15,Saturday,23.10112,113.45026,0
1364626772669,15,Saturday,23.10097,113.44974,0
1364626772949,15,Saturday,23.10052,113.44808,0
1364626773229,15,Saturday,23.10023,113.447,0
1364626773509,15,Saturday,23.10016,113.44648,0
1364626773789,15,Saturday,23.10016,113.44586,0
1364626774069,15,Saturday,23.1002,113.44518,0
1364626774349,15,Saturday,23.1003,113.44406,0
1364626774629,15,Saturday,23.10037,113.44281,0
1364626774909,15,Saturday,23.10052,113.44042,0
1364626775189,15,Saturday,23.1006,113.43964,0
1364626775469,15,Saturday,23.10067,113.43932,0
1364626775749,15,Saturday,23.10103,113.438,0
1364626776029,15,Saturday,23.10119,113.43734,0
1364626776309,15,Saturday,23.10124,113.43727,0
1364626776589,15,Saturday,23.10132,113.43714,0
1364626776869,15,Saturday,23.10156,113.43649,0
1364626777149,15,Saturday,23.10185,113.43582,0
1364626777429,15,Saturday,23.10233,113.43489,0
1364626777709,15,Saturday,23.1026,113.43426,0
1364626777989,15,Saturday,23.10272,113.43386,0
1364626778269,15,Saturday,23.10276,113.43365,0
1364626778549,15,Saturday,23.10282,113.43307,0
1364626778829,15,Saturday,23.10279,113.43241,0
1364626779109,15,Saturday,23.10265,113.43147,0
1364626779389,15,Saturday,23.10231,113.42964,0
1364626779669,15,Saturday,23.10213,113.4287,0
1364626779949,15,Saturday,23.10214,113.4285,0
1364626780229,15,Saturday,23.10185,113.42705,0
1364626780509,15,Saturday,23.10188,113.42678,0
1364626780789,15,Saturday,23.10145,113.425,0
1364626781069,15,Saturday,23.10136,113.42455,0
1364626781349,15,Saturday,23.10132,113.4241,0
1364626781629,15,Saturday,23.10073,113.42416,0
1364626781909,15,Saturday,23.10052,113.42475,0
1364626782189,15,Saturday,23.10007,113.42591,0
1364626782469,15,Saturday,23.09905,113.42856,0
1364626782792,15,Saturday,23.08826321,113.5232446,1
1364628785554,16,Saturday,23.08814,113.52326,0
1364630788316,17,Saturday,23.08808,113.52268,0
1364632791080,17,Saturday,23.08888678,113.52246168,1
1364632797209,17,Saturday,23.08808,113.52268,0
1364632803338,17,Saturday,23.08803,113.52251,0
1364632809467,17,Saturday,23.08795,113.52237,0
1364632815596,17,Saturday,23.08778,113.5222,0
1364632821725,17,Saturday,23.08764,113.52224,0
1364632827854,17,Saturday,23.08701,113.52249,0
1364632833983,17,Saturday,23.08637,113.52265,0
1364632840112,17,Saturday,23.08607,113.52282,0
1364632846241,17,Saturday,23.08563,113.52302,0
1364632852370,17,Saturday,23.08559,113.52291,0
1364632858499,17,Saturday,23.08495,113.52318,0
1364632864628,17,Saturday,23.08517,113.52385,0
1364632870757,17,Saturday,23.08481,113.52398,0
1364632876886,17,Saturday,23.08455,113.52408,0
1364632883015,17,Saturday,23.08454,113.52403,0
1364632889144,17,Saturday,23.08447,113.52376,0
1364632895273,17,Saturday,23.08421,113.5229,0
1364632901402,17,Saturday,23.08397,113.52215,0
1364632907531,17,Saturday,23.08393,113.52185,0
1364632913660,17,Saturday,23.08393,113.52138,0
1364632919789,17,Saturday,23.08375,113.52056,0
1364632925918,17,Saturday,23.08365,113.52013,0
1364632932047,17,Saturday,23.08355,113.51984,0
1364632938176,17,Saturday,23.08338,113.51957,0
1364632944305,17,Saturday,23.08318,113.51932,0
1364632950434,17,Saturday,23.08313,113.51913,0
1364632956563,17,Saturday,23.08305,113.51882,0
1364632962692,17,Saturday,23.08279,113.51777,0
1364632968821,17,Saturday,23.0823,113.51525,0
1364632974950,17,Saturday,23.08224,113.51491,0
1364632981079,17,Saturday,23.08219,113.51442,0
1364632987208,17,Saturday,23.08217,113.51378,0
1364632993337,17,Saturday,23.08218,113.5133,0
1364632999466,17,Saturday,23.08228,113.51224,0
1364633005595,17,Saturday,23.08287,113.50698,0
1364633011724,17,Saturday,23.083,113.50573,0
1364633017853,17,Saturday,23.08303,113.50559,0
1364633023982,17,Saturday,23.08308,113.5051,0
1364633030111,17,Saturday,23.08317,113.50433,0
1364633036240,17,Saturday,23.08319,113.50402,0
1364633042369,17,Saturday,23.08319,113.50307,0
1364633048498,17,Saturday,23.08315,113.50237,0
1364633054627,17,Saturday,23.08301,113.50131,0
1364633060756,17,Saturday,23.08297,113.5004,0
1364633066885,17,Saturday,23.08299,113.50003,0
1364633073014,17,Saturday,23.08307,113.4995,0
1364633079143,17,Saturday,23.08318,113.49894,0
1364633085272,17,Saturday,23.08331,113.4985,0
1364633091401,17,Saturday,23.08343,113.49822,0
1364633097530,17,Saturday,23.08357,113.49794,0
1364633103659,17,Saturday,23.08384,113.49745,0
1364633109788,17,Saturday,23.08418,113.49696,0
1364633115917,17,Saturday,23.08448,113.49656,0
1364633122046,17,Saturday,23.08536,113.49555,0
1364633128175,17,Saturday,23.08567,113.49516,0
1364633134304,17,Saturday,23.08595,113.49474,0
1364633140433,17,Saturday,23.08648,113.49357,0
1364633146562,17,Saturday,23.08657,113.49336,0
1364633152691,17,Saturday,23.08667,113.49291,0
1364633158820,17,Saturday,23.08702,113.49094,0
1364633164949,17,Saturday,23.08739,113.48913,0
1364633171078,17,Saturday,23.08763,113.48804,0
1364633177207,17,Saturday,23.08773,113.48769,0
1364633183336,17,Saturday,23.088,113.48689,0
1364633189465,17,Saturday,23.08825,113.48639,0
1364633195594,17,Saturday,23.08845,113.48609,0
1364633201723,17,Saturday,23.08869,113.48577,0
1364633207852,17,Saturday,23.0892,113.4852,0
1364633213981,17,Saturday,23.08989,113.48455,0
1364633220110,17,Saturday,23.09138,113.4832,0
1364633226239,17,Saturday,23.09216,113.4824,0
1364633232368,17,Saturday,23.09239,113.48213,0
1364633238497,17,Saturday,23.09257,113.4818,0
1364633244626,17,Saturday,23.09287,113.48108,0
1364633250755,17,Saturday,23.09315,113.48031,0
1364633256884,17,Saturday,23.09378,113.47794,0
1364633263013,17,Saturday,23.09462,113.47466,0
1364633269142,17,Saturday,23.09498,113.47338,0
1364633275271,17,Saturday,23.09513,113.47297,0
1364633281400,17,Saturday,23.09537,113.4723,0
1364633287529,17,Saturday,23.09561,113.47169,0
1364633293658,17,Saturday,23.0961,113.47064,0
1364633299787,17,Saturday,23.09689,113.46904,0
1364633305916,17,Saturday,23.09788,113.46715,0
1364633312045,17,Saturday,23.09965,113.46741,0
1364633318174,17,Saturday,23.10059,113.46773,0
1364633324303,17,Saturday,23.10261,113.46855,0
1364633330432,17,Saturday,23.10665,113.47019,0
1364633336561,17,Saturday,23.10719,113.47039,0
1364633342690,17,Saturday,23.10838,113.47059,0
1364633348819,17,Saturday,23.1118,113.47096,0
1364633354948,17,Saturday,23.11323,113.47112,0
1364633361077,17,Saturday,23.11336,113.47108,0
1364633367206,17,Saturday,23.11488,113.47116,0
1364633373335,17,Saturday,23.115,113.47117,0
1364633379464,17,Saturday,23.11596,113.47122,0
1364633385593,17,Saturday,23.11903,113.47128,0
1364633391722,17,Saturday,23.11897,113.47101,0
1364633397851,17,Saturday,23.11886,113.4707,0
1364633403980,17,Saturday,23.11884,113.47053,0
1364633410109,17,Saturday,23.11877,113.46907,0
1364633416238,17,Saturday,23.11853,113.46908,0
1364633422367,17,Saturday,23.11835,113.46913,0
1364633428559,17,Saturday,23.11702652,113.46965694,1
1364633439545,17,Saturday,23.11783,113.46894,0
1364633450531,17,Saturday,23.11816,113.46912,0
1364633461517,17,Saturday,23.11831,113.46913,0
1364633472503,17,Saturday,23.11864,113.46907,0
1364633483489,17,Saturday,23.11877,113.46907,0
1364633494475,17,Saturday,23.11878,113.46928,0
1364633505461,17,Saturday,23.11885,113.47064,0
1364633516447,17,Saturday,23.11891,113.47087,0
1364633527433,17,Saturday,23.11901,113.47113,0
1364633538419,17,Saturday,23.11903,113.47128,0
1364633549405,17,Saturday,23.11741,113.47126,0
1364633560391,17,Saturday,23.11593,113.47122,0
1364633571377,17,Saturday,23.11586,113.47292,0
1364633582363,17,Saturday,23.11581,113.47306,0
1364633593349,17,Saturday,23.11571,113.47319,0
1364633604335,17,Saturday,23.11557,113.47327,0
1364633615321,17,Saturday,23.11545,113.47329,0
1364633626307,17,Saturday,23.11485,113.47322,0
1364633637293,17,Saturday,23.1148,113.47321,0
1364633648279,17,Saturday,23.11492,113.47211,0
1364633659265,17,Saturday,23.11493,113.47197,0
1364633670251,17,Saturday,23.1149,113.47179,0
1364633681237,17,Saturday,23.11495,113.4713,0
1364633692223,17,Saturday,23.11524,113.46875,0
1364633703209,17,Saturday,23.11551,113.46689,0
1364633714195,17,Saturday,23.11598,113.46468,0
1364633725181,17,Saturday,23.11658,113.46191,0
1364633736167,17,Saturday,23.11708,113.45976,0
1364633747153,17,Saturday,23.11791,113.45635,0
1364633758139,17,Saturday,23.11844,113.45431,0
1364633769125,17,Saturday,23.11942,113.45026,0
1364633780111,17,Saturday,23.12035,113.44642,0
1364633791097,17,Saturday,23.1213,113.44302,0
1364633802083,17,Saturday,23.12147,113.44235,0
1364633813069,17,Saturday,23.12221,113.43953,0
1364633824055,17,Saturday,23.12256,113.43817,0
1364633835041,17,Saturday,23.12363,113.43408,0
1364633846027,17,Saturday,23.12428,113.43164,0
1364633857013,17,Saturday,23.12511,113.42862,0
1364633867999,17,Saturday,23.12569,113.42662,0
1364633878985,17,Saturday,23.12694,113.42217,0
1364633889971,17,Saturday,23.12723,113.42104,0
1364633900957,17,Saturday,23.12792,113.41829,0
1364633911943,17,Saturday,23.12876,113.4148,0
1364633922929,17,Saturday,23.13008,113.40954,0
1364633933915,17,Saturday,23.13078,113.40667,0
1364633944901,17,Saturday,23.13144,113.40398,0
1364633955887,17,Saturday,23.13241,113.40002,0
1364633966873,17,Saturday,23.13264,113.3991,0
1364633977859,17,Saturday,23.13267,113.3989,0
1364633988845,17,Saturday,23.1328,113.39831,0
1364633999831,17,Saturday,23.13329,113.3962,0
1364634010817,18,Saturday,23.13382,113.39413,0
1364634021803,18,Saturday,23.13442,113.39186,0
1364634032789,18,Saturday,23.13498,113.38951,0
1364634043775,18,Saturday,23.13547,113.3876,0
1364634054761,18,Saturday,23.13615,113.38478,0
1364634065747,18,Saturday,23.13678,113.38225,0
1364634076733,18,Saturday,23.13712,113.38113,0
1364634087719,18,Saturday,23.13735,113.38052,0
1364634098705,18,Saturday,23.13785,113.37925,0
1364634109691,18,Saturday,23.1389,113.3767,0
1364634120677,18,Saturday,23.13942,113.37546,0
1364634131663,18,Saturday,23.13975,113.37468,0
1364634142649,18,Saturday,23.14039,113.373,0
1364634153635,18,Saturday,23.14102,113.37147,0
1364634164621,18,Saturday,23.14174,113.36972,0
1364634175607,18,Saturday,23.14261,113.36757,0
1364634186593,18,Saturday,23.14303,113.36629,0
1364634197579,18,Saturday,23.14377,113.3638,0
1364634208565,18,Saturday,23.14491,113.35978,0
1364634219551,18,Saturday,23.14504,113.35928,0
1364634230537,18,Saturday,23.1451,113.35904,0
1364634241523,18,Saturday,23.14523,113.35822,0
1364634252509,18,Saturday,23.1453,113.35727,0
1364634263495,18,Saturday,23.14531,113.35672,0
1364634274481,18,Saturday,23.14524,113.35556,0
1364634285467,18,Saturday,23.14511,113.35382,0
1364634296453,18,Saturday,23.14494,113.35118,0
1364634307439,18,Saturday,23.14492,113.35074,0
1364634318425,18,Saturday,23.14493,113.34971,0
1364634329411,18,Saturday,23.14498,113.3488,0
1364634340397,18,Saturday,23.14505,113.34803,0
1364634351383,18,Saturday,23.14522,113.34678,0
1364634362369,18,Saturday,23.14563,113.34427,0
1364634373355,18,Saturday,23.14572,113.34376,0
1364634384341,18,Saturday,23.14592,113.34291,0
1364634395327,18,Saturday,23.14702,113.33948,0
1364634406313,18,Saturday,23.14753,113.3379,0
1364634417299,18,Saturday,23.14773,113.33724,0
1364634428285,18,Saturday,23.14784,113.33708,0
1364634439271,18,Saturday,23.14802,113.33659,0
1364634450257,18,Saturday,23.14859,113.33487,0
1364634461243,18,Saturday,23.14883,113.3341,0
1364634472229,18,Saturday,23.14879,113.33374,0
1364634483215,18,Saturday,23.14871,113.33356,0
1364634494201,18,Saturday,23.1475,113.33308,0
1364634505187,18,Saturday,23.14636,113.33262,0
1364634516173,18,Saturday,23.14561,113.33237,0
1364634527159,18,Saturday,23.14496,113.33226,0
1364634538145,18,Saturday,23.14464,113.33222,0
1364634549131,18,Saturday,23.14405,113.33223,0
1364634560117,18,Saturday,23.1435,113.33231,0
1364634571103,18,Saturday,23.14344,113.33232,0
1364634582089,18,Saturday,23.14344,113.33249,0
1364634593075,18,Saturday,23.14341,113.3332,0
1364634604061,18,Saturday,23.14339,113.33632,0
1364634615047,18,Saturday,23.14356,113.33636,0
1364634626033,18,Saturday,23.14456,113.33652,0
1364634637019,18,Saturday,23.14454,113.33728,0
1364634648005,18,Saturday,23.14453,113.33833,0
1364634658991,18,Saturday,23.14441,113.33834,0
1364634670072,18,Saturday,23.14374098,113.33855365,1
1364635085190,18,Saturday,23.13894,113.33643,0
1364635500308,18,Saturday,23.13874,113.33597,0
1364635915426,18,Saturday,23.13967,113.33577,0
1364636330544,18,Saturday,23.13991,113.33576,0
1364636745662,18,Saturday,23.14131,113.33595,0
1364637160780,18,Saturday,23.14157,113.33603,0
1364637575898,18,Saturday,23.14183,113.33613,0
1364637991016,19,Saturday,23.14287,113.33623,0
1364638406134,19,Saturday,23.14346,113.33633,0
1364638821252,19,Saturday,23.14456,113.33652,0
1364639236375,19,Saturday,23.13863219,113.33658241,1
1364646989277,21,Saturday,23.13844947,113.33817856,1
