index,timestamp,hour_of_day,day_of_week,GPS_timestamp,latitude,longitude,altitude,Accuracy,bearing,speed
67,1367237949796,21,Monday,1367237928846,23.12885912,113.28126586,44.599998474121094,38.0,284.8,7.5
68,1367238067983,21,Monday,1367238047000,23.12963207,113.27456632,63.599998474121094,8.0,0.0,0.0
69,1367238190964,21,Monday,1367238169829,23.12980305,113.27697872,59.29999923706055,25.0,96.5,4.527693
70,1367238310836,21,Monday,1367238289848,23.12990057,113.27693647,60.599998474121094,26.0,82.7,1.25
71,1367238428848,21,Monday,1367238407857,23.13363434,113.28493233,100.9000015258789,33.0,87.9,14.5
72,1367238548875,21,Monday,1367238527856,23.1340292,113.30088401,50.79999923706055,31.0,107.0,13.72953
73,1367238671885,21,Monday,1367238650880,23.13054956,113.31599705,96.5,35.0,95.7,10.049875
74,1367238810027,21,Monday,1367238789000,23.12913964,113.33017631,-11.199999809265137,52.0,87.2,9.25
75,1367238908879,21,Monday,1367238887843,23.12852993,113.34158597,17.5,26.0,94.2,12.75
76,1367239029886,21,Monday,1367239008842,23.12479801,113.3607152,68.4000015258789,31.0,111.2,13.152946
77,1367239148921,21,Monday,1367239127866,23.12360533,113.36955807,6.199999809265137,22.0,3.8,8.764274
78,1367239270928,21,Monday,1367239249872,23.12449609,113.36188257,23.899999618530273,18.0,40.8,2.5
79,1367241858857,22,Monday,1367239249872,23.12449609,113.36188257,23.899999618530273,18.0,40.8,2.5
